Community ID (AWS),Inspire_Name,Ad Unit Name (DFP),Topic_ID (DFP…sometimes AWS),topic_name_id
200067,fight-colorectal-cancer,fight-colorectal-cancer,323,prevention
200067,fight-colorectal-cancer,fight-colorectal-cancer,324,newly-diagnosed
200067,fight-colorectal-cancer,fight-colorectal-cancer,2498,side-effects
200067,fight-colorectal-cancer,fight-colorectal-cancer,2502,colostomy-stories
200067,fight-colorectal-cancer,fight-colorectal-cancer,326,living-with-cancer
200067,fight-colorectal-cancer,fight-colorectal-cancer,2495,survivor-celebrations
200067,fight-colorectal-cancer,fight-colorectal-cancer,327,family-and-friends
200067,fight-colorectal-cancer,fight-colorectal-cancer,2497,financial-and-insurance-issues
200067,fight-colorectal-cancer,fight-colorectal-cancer,2496,clinical-trials
200067,fight-colorectal-cancer,fight-colorectal-cancer,325,treatment
200067,fight-colorectal-cancer,fight-colorectal-cancer,2494,advocacy
200067,fight-colorectal-cancer,fight-colorectal-cancer,2499,call-on-congress
200067,fight-colorectal-cancer,fight-colorectal-cancer,328,in-the-news
200067,fight-colorectal-cancer,fight-colorectal-cancer,2500,patient-webinars
200067,fight-colorectal-cancer,fight-colorectal-cancer,2501,in-memoriam
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1700,newly-diagnosed
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1701,ivf-and-high-tech-procedures
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1702,high-fsh
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1703,secondary-infertility
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1717,infertility-at-40
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,2318,ivf-veterans
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1704,third-party-reproduction
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1716,adoption
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1705,living-childfree
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1706,taking-a-break
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1707,research
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1708,male-perspective
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1709,pregnancy-loss
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1710,financial-issues
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1711,insurance-issues
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,2317,seeking-treatment-outside-the-us
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1712,friends-and-family
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,2325,whats-happening-at-resolve
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,2399,walk-of-hope
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1713,media-alerts
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1714,advocacy
200177,finding-a-resolution-for-infertility,finding-a-resolution-for-infertility,1715,volunteers
200081,flu,flu,442,flu-in-adults
200081,flu,flu,443,flu-in-the-elderly
200081,flu,flu,444,flu-in-children
200081,flu,flu,447,vaccine
200081,flu,flu,445,symptoms
200081,flu,flu,446,treatment
200081,flu,flu,448,in-the-news
200082,food-borne-diseases,food-borne-diseases,449,prevention
200082,food-borne-diseases,food-borne-diseases,451,e-coli
200082,food-borne-diseases,food-borne-diseases,452,salmonella
200082,food-borne-diseases,food-borne-diseases,453,other-food-borne-diseases
200082,food-borne-diseases,food-borne-diseases,455,life-after
200082,food-borne-diseases,food-borne-diseases,456,family-and-friends
200082,food-borne-diseases,food-borne-diseases,450,symptoms
200082,food-borne-diseases,food-borne-diseases,454,treatment
200082,food-borne-diseases,food-borne-diseases,457,in-the-news
200127,freedom-from-smoking,freedom-from-smoking,3146,new-members-come-say-hello
200127,freedom-from-smoking,freedom-from-smoking,3147,getting-ready
200127,freedom-from-smoking,freedom-from-smoking,3148,taking-action
200127,freedom-from-smoking,freedom-from-smoking,3149,staying-smokefree
200127,freedom-from-smoking,freedom-from-smoking,3150,ffs-program-alumni
200127,freedom-from-smoking,freedom-from-smoking,3151,quit-smoking-medications
200127,freedom-from-smoking,freedom-from-smoking,858,smoking-related-illnesses
200127,freedom-from-smoking,freedom-from-smoking,859,success-stories
200127,freedom-from-smoking,freedom-from-smoking,857,smoking-cessation-strategies
200127,freedom-from-smoking,freedom-from-smoking,860,in-the-news
200206,g-pact-gastroparesis-and-cip,g-pact-gastroparesis-and-cip,2291,gastroparesis-newly-diagnosed
200206,g-pact-gastroparesis-and-cip,g-pact-gastroparesis-and-cip,2292,gastroparesis-testing
200206,g-pact-gastroparesis-and-cip,g-pact-gastroparesis-and-cip,2293,gastroparesis-treatment-options
200206,g-pact-gastroparesis-and-cip,g-pact-gastroparesis-and-cip,2294,cip-newly-diagnosed
200206,g-pact-gastroparesis-and-cip,g-pact-gastroparesis-and-cip,2295,cip-testing
200206,g-pact-gastroparesis-and-cip,g-pact-gastroparesis-and-cip,2296,cip-treatment-options
200206,g-pact-gastroparesis-and-cip,g-pact-gastroparesis-and-cip,2297,diet-and-nutrition
200206,g-pact-gastroparesis-and-cip,g-pact-gastroparesis-and-cip,2298,living-with-gastroparesis-or-cip
200206,g-pact-gastroparesis-and-cip,g-pact-gastroparesis-and-cip,2299,other-topics
200235,gaucher-disease,gaucher-disease,2739,newly-diagnosed
200235,gaucher-disease,gaucher-disease,2740,tests-for-gaucher-disease
200235,gaucher-disease,gaucher-disease,2741,gaucher-disease-symptoms
200235,gaucher-disease,gaucher-disease,2742,life-with-gaucher-disease
200235,gaucher-disease,gaucher-disease,2743,treatments-for-gaucher-disease
200235,gaucher-disease,gaucher-disease,2744,clinical-trials
200235,gaucher-disease,gaucher-disease,2745,gaucher-disease-in-the-news
200235,gaucher-disease,gaucher-disease,2746,advocacy-and-awareness
200083,genetics-and-birth-defects,genetics-and-birth-defects,464,genetic-testing
200083,genetics-and-birth-defects,genetics-and-birth-defects,465,learning-your-child-has-a-genetic-condition-or-birth-defect
200083,genetics-and-birth-defects,genetics-and-birth-defects,466,genetic-conditions
200083,genetics-and-birth-defects,genetics-and-birth-defects,467,birth-defects
200083,genetics-and-birth-defects,genetics-and-birth-defects,468,living-with-a-genetic-or-birth-defect
200083,genetics-and-birth-defects,genetics-and-birth-defects,469,family-and-friends
200083,genetics-and-birth-defects,genetics-and-birth-defects,470,in-the-news
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3165,welcome-newly-diagnosed
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3166,symptoms-and-side-effects
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3167,carcinoid-syndrome
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3168,living-with-gi-nets
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3169,caring-for-a-loved-one-with-gi-nets
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3170,chemotherapies-and-biotherapies
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3171,hormone-therapy
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3172,surgery
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3173,watchful-waiting
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3176,peptide-receptor-radionuclide-therapy-prrt
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3177,radiology-and-nuclear-medicine-test
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3178,interventional-radiology
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3179,lab-work
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3174,news-and-research
200260,gi-neuroendocrine-tumor-ginet,gi-neuroendocrine-tumor-ginet,3175,advocacy-and-awareness
200085,head-and-brain-injuries,head-and-brain-injuries,480,traumatic-brain-injuries
200085,head-and-brain-injuries,head-and-brain-injuries,481,concussions
200085,head-and-brain-injuries,head-and-brain-injuries,482,treatment-and-rehabilitation
200085,head-and-brain-injuries,head-and-brain-injuries,483,living-with-a-head-or-brain-injury
200085,head-and-brain-injuries,head-and-brain-injuries,484,family-and-friends
200085,head-and-brain-injuries,head-and-brain-injuries,485,in-the-news
200086,head-and-neck-cancer-alliance,head-and-neck-cancer-alliance,486,newly-diagnosed
200086,head-and-neck-cancer-alliance,head-and-neck-cancer-alliance,1177,taking-charge-how-to-be-a-proactive-patient
200086,head-and-neck-cancer-alliance,head-and-neck-cancer-alliance,487,financial-and-insurance-issues
200086,head-and-neck-cancer-alliance,head-and-neck-cancer-alliance,488,living-with-head-and-neck-cancer
200086,head-and-neck-cancer-alliance,head-and-neck-cancer-alliance,1178,early-detection-and-testing
200086,head-and-neck-cancer-alliance,head-and-neck-cancer-alliance,491,awareness-and-advocacy
200086,head-and-neck-cancer-alliance,head-and-neck-cancer-alliance,1179,survivor-stories
200086,head-and-neck-cancer-alliance,head-and-neck-cancer-alliance,490,family-and-friends
200086,head-and-neck-cancer-alliance,head-and-neck-cancer-alliance,489,treatment
200087,headaches-and-migraines,headaches-and-migraines,492,headaches
200087,headaches-and-migraines,headaches-and-migraines,493,migraines
200087,headaches-and-migraines,headaches-and-migraines,494,treatment-and-prevention
200087,headaches-and-migraines,headaches-and-migraines,495,living-with-headaches-and-migraines
200087,headaches-and-migraines,headaches-and-migraines,496,in-the-news
200010,health-insurance,health-insurance,497,finding-insurance
200010,health-insurance,health-insurance,498,reimbursement-and-claims
200010,health-insurance,health-insurance,499,resources
200010,health-insurance,health-insurance,500,in-the-news
200181,health-news,health-news,1780,addiction
200181,health-news,health-news,1781,allergies-and-asthma
200181,health-news,health-news,1782,autoimmune-diseases
200181,health-news,health-news,1783,bones-joints-and-muscles
200181,health-news,health-news,1784,brain-and-neurological-conditions
200181,health-news,health-news,1785,cancer
200181,health-news,health-news,1786,childrens-health
200181,health-news,health-news,1787,complementary-and-alternative-medicine
200181,health-news,health-news,1788,depression
200181,health-news,health-news,1789,diabetes
200181,health-news,health-news,1790,diet-and-nutrition
200181,health-news,health-news,1791,digestive-disorders
200181,health-news,health-news,1792,eyes-and-vision
200181,health-news,health-news,1793,fitness-and-exercise
200181,health-news,health-news,1794,general-health
200181,health-news,health-news,1795,genetic-disorders
200181,health-news,health-news,1796,health-insurance
200181,health-news,health-news,1797,heart-and-cholesterol
200181,health-news,health-news,1798,infectious-diseases
200181,health-news,health-news,1799,infertility
200181,health-news,health-news,1800,mens-health
200181,health-news,health-news,1801,mental-health
200181,health-news,health-news,1802,pain
200181,health-news,health-news,1803,plastic-and-reconstructive-surgery
200181,health-news,health-news,1804,pregnancy-and-childbirth
200181,health-news,health-news,1805,senior-health
200181,health-news,health-news,1806,sexual-health
200181,health-news,health-news,1807,skin-conditions
200181,health-news,health-news,1808,sleep-disorders
200181,health-news,health-news,1809,weight-loss
200181,health-news,health-news,1810,womens-health
200088,heart-bypass-surgery,heart-bypass-surgery,506,pre-surgery-worries
200088,heart-bypass-surgery,heart-bypass-surgery,507,life-after-heart-bypass-surgery
200088,heart-bypass-surgery,heart-bypass-surgery,508,rehabilitation-and-continuing-treatment
200088,heart-bypass-surgery,heart-bypass-surgery,509,family-and-friends
200088,heart-bypass-surgery,heart-bypass-surgery,510,in-the-news
200090,hepatitis-c,hepatitis-c,519,newly-diagnosed
200090,hepatitis-c,hepatitis-c,2435,managing-treatment-side-effects
200090,hepatitis-c,hepatitis-c,520,living-with-hepatitis-c
200090,hepatitis-c,hepatitis-c,2436,your-story-of-survival
200090,hepatitis-c,hepatitis-c,2437,caregivers-and-family-members
200090,hepatitis-c,hepatitis-c,2433,advocacy-and-awareness
200090,hepatitis-c,hepatitis-c,2441,research
200090,hepatitis-c,hepatitis-c,523,treatment
200090,hepatitis-c,hepatitis-c,524,in-the-news
200012,herbs-and-supplements,herbs-and-supplements,525,vitamins
200012,herbs-and-supplements,herbs-and-supplements,526,minerals
200012,herbs-and-supplements,herbs-and-supplements,527,herbs-and-other-supplements
200012,herbs-and-supplements,herbs-and-supplements,528,treatment-of-illness-with-herbs-and-supplements
200012,herbs-and-supplements,herbs-and-supplements,529,safety
200012,herbs-and-supplements,herbs-and-supplements,530,in-the-news
200084,hiv-and-aids,hiv-and-aids,471,testing
200084,hiv-and-aids,hiv-and-aids,474,newly-diagnosed
200084,hiv-and-aids,hiv-and-aids,475,living-with-aids
200084,hiv-and-aids,hiv-and-aids,476,caring-for-someone-with-aids
200084,hiv-and-aids,hiv-and-aids,477,questions
200084,hiv-and-aids,hiv-and-aids,478,family-and-friends
200084,hiv-and-aids,hiv-and-aids,472,symptoms
200084,hiv-and-aids,hiv-and-aids,473,treatment
200084,hiv-and-aids,hiv-and-aids,479,in-the-news
200013,homeopathy,homeopathy,531,why-i-use-homeopathic-medicine
200013,homeopathy,homeopathy,532,results-from-homeopathic-treatment
200013,homeopathy,homeopathy,533,finding-a-homeopathic-provider
200013,homeopathy,homeopathy,534,questions
200013,homeopathy,homeopathy,535,in-the-news
200014,hospice-care,hospice-care,536,making-the-decision-to-use-hospice-care
200014,hospice-care,hospice-care,537,finding-a-hospice-care-provider
200014,hospice-care,hospice-care,538,family-dynamics-with-in-home-hospice
200014,hospice-care,hospice-care,539,questions
200014,hospice-care,hospice-care,540,in-the-news
200091,huntingtons-disease,huntingtons-disease,541,genetic-testing
200091,huntingtons-disease,huntingtons-disease,542,newly-diagnosed
200091,huntingtons-disease,huntingtons-disease,545,living-with-huntingtons
200091,huntingtons-disease,huntingtons-disease,546,caring-for-someone-with-huntingtons
200091,huntingtons-disease,huntingtons-disease,547,family-and-friends
200091,huntingtons-disease,huntingtons-disease,543,symptoms
200091,huntingtons-disease,huntingtons-disease,544,treatment
200091,huntingtons-disease,huntingtons-disease,548,in-the-news
200040,ifred-anxiety-and-depression,ifred-anxiety-and-depression,103,living-with-anxiety-and-depression
200040,ifred-anxiety-and-depression,ifred-anxiety-and-depression,1168,living-with-post-traumatic-stress-disorder-ptsd
200040,ifred-anxiety-and-depression,ifred-anxiety-and-depression,105,medications-and-therapies
200040,ifred-anxiety-and-depression,ifred-anxiety-and-depression,106,family-and-friends
200040,ifred-anxiety-and-depression,ifred-anxiety-and-depression,104,symptoms
200040,ifred-anxiety-and-depression,ifred-anxiety-and-depression,107,in-the-news
200015,infant-health,infant-health,549,growth-and-development
200015,infant-health,infant-health,550,illnesses
200015,infant-health,infant-health,551,milestones
200015,infant-health,infant-health,552,nutrition
200015,infant-health,infant-health,553,potty-training
200015,infant-health,infant-health,554,in-the-news
200241,interstitial-cystitis-association,interstitial-cystitis-association,2859,newly-diagnosed
200241,interstitial-cystitis-association,interstitial-cystitis-association,2860,symptoms
200241,interstitial-cystitis-association,interstitial-cystitis-association,2861,flares
200241,interstitial-cystitis-association,interstitial-cystitis-association,2862,treatment
200241,interstitial-cystitis-association,interstitial-cystitis-association,2863,ic-diet
200241,interstitial-cystitis-association,interstitial-cystitis-association,3155,ic-and-young-adults
200241,interstitial-cystitis-association,interstitial-cystitis-association,2864,self-help
200241,interstitial-cystitis-association,interstitial-cystitis-association,2865,complimentary-therapies
200241,interstitial-cystitis-association,interstitial-cystitis-association,2866,women-and-ic
200241,interstitial-cystitis-association,interstitial-cystitis-association,2867,men-and-ic
200241,interstitial-cystitis-association,interstitial-cystitis-association,2868,children-and-ic
200241,interstitial-cystitis-association,interstitial-cystitis-association,2869,intimacy
200241,interstitial-cystitis-association,interstitial-cystitis-association,2870,pregnancy
200241,interstitial-cystitis-association,interstitial-cystitis-association,2871,fitness
200241,interstitial-cystitis-association,interstitial-cystitis-association,2872,disability
200241,interstitial-cystitis-association,interstitial-cystitis-association,2873,associated-conditions
200241,interstitial-cystitis-association,interstitial-cystitis-association,2875,caregiver-support
200241,interstitial-cystitis-association,interstitial-cystitis-association,2876,spirituality
200241,interstitial-cystitis-association,interstitial-cystitis-association,2877,support-groups
200249,invisible-disabilities-association,invisible-disabilities-association,2967,introduce-yourself
200249,invisible-disabilities-association,invisible-disabilities-association,2968,encouraging-and-heartwarming
200249,invisible-disabilities-association,invisible-disabilities-association,2969,healthy-living
200249,invisible-disabilities-association,invisible-disabilities-association,2970,helpful-strategies
200249,invisible-disabilities-association,invisible-disabilities-association,2971,just-for-fun
200249,invisible-disabilities-association,invisible-disabilities-association,2972,member-updates
200249,invisible-disabilities-association,invisible-disabilities-association,2973,news-research-and-resources
200249,invisible-disabilities-association,invisible-disabilities-association,2974,protocols-and-therapies
200249,invisible-disabilities-association,invisible-disabilities-association,2975,relationships-with-others
200093,irritable-bowel-syndrome,irritable-bowel-syndrome,561,newly-diagnosed
200093,irritable-bowel-syndrome,irritable-bowel-syndrome,562,living-with-ibs
200093,irritable-bowel-syndrome,irritable-bowel-syndrome,565,diet-changes
200093,irritable-bowel-syndrome,irritable-bowel-syndrome,566,family-and-friends
200093,irritable-bowel-syndrome,irritable-bowel-syndrome,563,symptoms
200093,irritable-bowel-syndrome,irritable-bowel-syndrome,564,treatment
200093,irritable-bowel-syndrome,irritable-bowel-syndrome,567,in-the-news
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2080,kidney-diseases
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2081,diabetes-and-kidney-disease
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2082,high-blood-pressure-and-kidney-disease
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2083,nutrition-and-kidney-disease
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2084,pediatric-kidney-diseases
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2085,kidney-stones
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,576,chronic-kidney-disease-ckd
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2362,kidney-cancer
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2086,kidney-failure
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,580,dialysis
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2087,transplantation
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2088,organ-donation
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2089,womens-urologic-health
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2090,prostate-health
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2091,pediatric-urologic-health
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2092,urinary-incontinence-overactive-bladder-oab
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2093,urinary-tract-infections-utis
200095,kidney-and-urology-foundation,kidney-and-urology-foundation,2094,advocacy-and-legislation
200246,kidney-cancer-association,kidney-cancer-association,2933,general
200246,kidney-cancer-association,kidney-cancer-association,2924,diagnosis
200246,kidney-cancer-association,kidney-cancer-association,2925,surgical-treatment
200246,kidney-cancer-association,kidney-cancer-association,2926,therapies-for-advanced-disease
200246,kidney-cancer-association,kidney-cancer-association,2927,managing-drug-side-effects
200246,kidney-cancer-association,kidney-cancer-association,2928,clinical-trials
200246,kidney-cancer-association,kidney-cancer-association,2929,emotional-support
200246,kidney-cancer-association,kidney-cancer-association,2930,caregiver-support
200246,kidney-cancer-association,kidney-cancer-association,2931,financial-issues
200246,kidney-cancer-association,kidney-cancer-association,2932,end-of-life-planning
200096,lactose-intolerance,lactose-intolerance,586,lactose-free-alternatives
200096,lactose-intolerance,lactose-intolerance,587,questions
200096,lactose-intolerance,lactose-intolerance,588,living-with-lactose-intolerance
200096,lactose-intolerance,lactose-intolerance,584,symptoms
200096,lactose-intolerance,lactose-intolerance,585,treatment
200096,lactose-intolerance,lactose-intolerance,589,in-the-news
200097,learning-disorders,learning-disorders,590,getting-a-diagnosis
200097,learning-disorders,learning-disorders,592,interventions-and-therapy
200097,learning-disorders,learning-disorders,593,raising-a-child-with-a-learning-disability
200097,learning-disorders,learning-disorders,594,school
200097,learning-disorders,learning-disorders,595,living-with-a-learning-disability
200097,learning-disorders,learning-disorders,591,symptoms
200097,learning-disorders,learning-disorders,596,in-the-news
200098,leukemia-lymphoma-and-myeloma,leukemia-lymphoma-and-myeloma,597,leukemia
200098,leukemia-lymphoma-and-myeloma,leukemia-lymphoma-and-myeloma,598,lymphoma
200098,leukemia-lymphoma-and-myeloma,leukemia-lymphoma-and-myeloma,599,myeloma
200098,leukemia-lymphoma-and-myeloma,leukemia-lymphoma-and-myeloma,601,living-with-cancer
200098,leukemia-lymphoma-and-myeloma,leukemia-lymphoma-and-myeloma,602,life-after-treatment
200098,leukemia-lymphoma-and-myeloma,leukemia-lymphoma-and-myeloma,603,family-and-friends
200098,leukemia-lymphoma-and-myeloma,leukemia-lymphoma-and-myeloma,600,treatment
200098,leukemia-lymphoma-and-myeloma,leukemia-lymphoma-and-myeloma,604,in-the-news
200009,lgbtq-health,lgbtq-health,458,gay-male-health
200009,lgbtq-health,lgbtq-health,459,lesbian-health
200009,lgbtq-health,lgbtq-health,460,transgender-health
200009,lgbtq-health,lgbtq-health,461,psychological-well-being
200009,lgbtq-health,lgbtq-health,462,finding-an-lgbt-friendly-provider
200009,lgbtq-health,lgbtq-health,463,in-the-news
200178,living-after-infertility-resolution,living-after-infertility-resolution,1720,expecting
200178,living-after-infertility-resolution,living-after-infertility-resolution,1721,parenting
200178,living-after-infertility-resolution,living-after-infertility-resolution,2319,parenting-after-adoption
200178,living-after-infertility-resolution,living-after-infertility-resolution,1722,living-childfree
200178,living-after-infertility-resolution,living-after-infertility-resolution,1723,friends-and-family
200178,living-after-infertility-resolution,living-after-infertility-resolution,2326,whats-happening-at-resolve
200178,living-after-infertility-resolution,living-after-infertility-resolution,2400,walk-of-hope
200178,living-after-infertility-resolution,living-after-infertility-resolution,1724,media-alerts
200178,living-after-infertility-resolution,living-after-infertility-resolution,1725,advocacy
200178,living-after-infertility-resolution,living-after-infertility-resolution,1726,volunteers
200184,living-well-with-cancer,living-well-with-cancer,1860,newly-diagnosed
200184,living-well-with-cancer,living-well-with-cancer,1862,financial-insurance-and-employment-concerns
200184,living-well-with-cancer,living-well-with-cancer,1863,dating-sexuality-and-intimacy
200184,living-well-with-cancer,living-well-with-cancer,1865,raising-a-child-with-cancer
200184,living-well-with-cancer,living-well-with-cancer,1866,discussing-cancer-with-your-children
200184,living-well-with-cancer,living-well-with-cancer,2386,colorectal-cancer
200184,living-well-with-cancer,living-well-with-cancer,1867,metastatic-disease
200184,living-well-with-cancer,living-well-with-cancer,1868,clinical-trials
200184,living-well-with-cancer,living-well-with-cancer,1869,nutrition-and-exercise
200184,living-well-with-cancer,living-well-with-cancer,1870,complementary-therapies-and-spirituality
200184,living-well-with-cancer,living-well-with-cancer,1861,treatment
200184,living-well-with-cancer,living-well-with-cancer,1871,how-my-diagnosis-changed-my-life
200184,living-well-with-cancer,living-well-with-cancer,1872,family-friends-and-caregivers
200184,living-well-with-cancer,living-well-with-cancer,1873,survivors-guilt
200042,living-with-asthma,living-with-asthma,2300,newly-diagnosed-with-asthma
200042,living-with-asthma,living-with-asthma,3137,parents-of-children-with-asthma
200042,living-with-asthma,living-with-asthma,2301,asthma-medication-and-devices
200042,living-with-asthma,living-with-asthma,3138,preventing-asthma-symptoms
200042,living-with-asthma,living-with-asthma,2308,creating-a-healthy-environment
200042,living-with-asthma,living-with-asthma,3139,allergies
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2634,news-and-notes
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2635,living-better-with-pulmonary-fibrosis
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2636,diagnosis-and-testing
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2637,partnering-with-your-medical-care-team
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2638,medications-for-pf
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2639,supplemental-oxygen
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2640,pulmonary-rehabilitation
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2641,lung-transplantation
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2642,emotional-support
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2643,good-news-hope-and-humor
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2644,research-and-clinical-trials
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2645,advocacy-and-awareness
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2646,in-loving-memory
200227,living-with-pulmonary-fibrosis,living-with-pulmonary-fibrosis,2957,hospice-palliative-care
200250,lung-cancer-research,lung-cancer-research,2979,welcome
200250,lung-cancer-research,lung-cancer-research,2980,getting-to-know-each-other
200250,lung-cancer-research,lung-cancer-research,2981,living-with-lung-cancer
200250,lung-cancer-research,lung-cancer-research,2982,lung-cancer-treatments
200250,lung-cancer-research,lung-cancer-research,2983,learning-about-lung-cancer
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3020,welcome-newly-diagnosed
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3021,living-with-lungnets
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3022,symptoms-and-side-effects
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3023,chemotherapies-and-biotherapies
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3024,hormone-therapy
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3025,radiation-therapy
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3026,surgery
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3027,watchful-waiting
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3028,caring-for-a-loved-one-with-a-lungnet
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3029,news-and-research
200252,lung-neuroendocrine-tumor-lungnet,lung-neuroendocrine-tumor-lungnet,3030,advocacy-and-awareness
200103,lupus,lupus,640,newly-diagnosed
200103,lupus,lupus,641,living-with-lupus
200103,lupus,lupus,644,family-and-friends
200103,lupus,lupus,642,symptoms
200103,lupus,lupus,643,treatment
200103,lupus,lupus,645,in-the-news
200104,lymphatic-diseases,lymphatic-diseases,646,newly-diagnosed
200104,lymphatic-diseases,lymphatic-diseases,647,living-with-a-lymphatic-disease
200104,lymphatic-diseases,lymphatic-diseases,650,family-and-friends
200104,lymphatic-diseases,lymphatic-diseases,648,symptoms
200104,lymphatic-diseases,lymphatic-diseases,649,treatment
200104,lymphatic-diseases,lymphatic-diseases,651,in-the-news
200223,lymphoma-research-foundation,lymphoma-research-foundation,2557,newly-diagnosed
200223,lymphoma-research-foundation,lymphoma-research-foundation,2558,non-hodgkin-lymphoma
200223,lymphoma-research-foundation,lymphoma-research-foundation,2559,hodgkin-lymphoma
200223,lymphoma-research-foundation,lymphoma-research-foundation,2560,rare-and-other-forms-of-lymphoma
200223,lymphoma-research-foundation,lymphoma-research-foundation,2562,financial-issues
200223,lymphoma-research-foundation,lymphoma-research-foundation,2563,survivor-stories
200223,lymphoma-research-foundation,lymphoma-research-foundation,2564,adolescents-and-children-with-lymphoma
